"역코드","역명","승강기명","운행구간","설치위치","운행상태","승강기 구분"
"2716","중계","에스컬레이터 6호기","","지하","사용가능","ES"
"2716","중계","에스컬레이터 7호기","","지하","사용가능","ES"
"2716","중계","에스컬레이터 8호기","","지하","사용가능","ES"
"2717","하계","MRL엘리베이터 2호기","B1-B3","지하 B1-B3","사용가능","EV"
"2717","하계","MRL엘리베이터 3호기","F1-B1","1번출구","사용가능","EV"
"2717","하계","MRL엘리베이터 4호기","B1-F1","6번출구","사용가능","EV"
"2717","하계","에스컬레이터 1호기","F1~B1","2번출구","사용가능","ES"
"2717","하계","에스컬레이터 2호기","F1~B1","2번출구","사용가능","ES"
"2717","하계","에스컬레이터 3호기","F1~B1","4번출구","사용가능","ES"
"2717","하계","에스컬레이터 4호기","F1~B1","4번출구","사용가능","ES"
"2717","하계","에스컬레이터 5호기","","지하","사용가능","ES"
"2717","하계","에스컬레이터 6호기","","지하","사용가능","ES"
"2718","공릉(서울산업대입구)","MRL엘리베이터 1호기","B2-B4","지하 B2-B4","사용가능","EV"
"2718","공릉(서울산업대입구)","MRL엘리베이터 2호기","B1-B4","지하 B1-B4","사용가능","EV"
"2718","공릉(서울산업대입구)","MRL엘리베이터 3호기","F1-B1","2번출구","사용가능","EV"
"2718","공릉(서울산업대입구)","에스컬레이터 1호기","B2-B4","지하 B2-B4","사용가능","ES"
"2718","공릉(서울산업대입구)","에스컬레이터 2호기","B2-B4","지하 B2-B4","사용가능","ES"
"2718","공릉(서울산업대입구)","에스컬레이터 3호기","B1~B3","지하 B1~B3","사용가능","ES"
"2718","공릉(서울산업대입구)","에스컬레이터 4호기","B1~B3","지하 B1~B3","사용가능","ES"
"2718","공릉(서울산업대입구)","에스컬레이터 5호기","B1-F1","4번출구","사용가능","ES"
"2718","공릉(서울산업대입구)","에스컬레이터 6호기","F1-B1","4번출구","사용가능","ES"
"2719","태릉입구(7)","MRL엘리베이터 1호기","B1-B4","지하 B1-B4","사용가능","EV"
"2719","태릉입구(7)","로프식엘리베이터 2호기","F1-B4","5번출구","사용가능","EV"
"2719","태릉입구(7)","에스컬레이터 1호기","B1~B3","지하 B1~B3","사용가능","ES"
"2719","태릉입구(7)","에스컬레이터 2호기","B1~B3","지하 B1~B3","사용가능","ES"
"2719","태릉입구(7)","에스컬레이터 3호기","B1~B3","지하 B1~B3","사용가능","ES"
"2719","태릉입구(7)","에스컬레이터 4호기","B1~B3","지하 B1~B3","사용가능","ES"
"2719","태릉입구(7)","에스컬레이터 5호기","B1~B3","지하 B1~B3","공사중","ES"
"2719","태릉입구(7)","에스컬레이터 6호기","B1~B3","지하 B1~B3","공사중","ES"
"2720","먹골","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2720","먹골","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2720","먹골","MRL엘리베이터 3호기","F1-B2","2번출구","사용가능","EV"
"2720","먹골","에스컬레이터 1호기","F1~B1","2번출구","사용가능","ES"
"2720","먹골","에스컬레이터 2호기","F1~B1","2번출구","사용가능","ES"
"2720","먹골","에스컬레이터 3호기","F1~B1","7번출구","사용가능","ES"
"2720","먹골","에스컬레이터 4호기","F1~B1","7번출구","사용가능","ES"
"2721","중화","MRL엘리베이터 1호기","B1-B3","지하 B1-B3","사용가능","EV"
"2721","중화","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2721","중화","MRL엘리베이터 3호기","F1-B1","3번출구","사용가능","EV"
"2721","중화","에스컬레이터 1호기","","지하","사용가능","ES"
"2721","중화","에스컬레이터 2호기","","지하","사용가능","ES"
"2721","중화","에스컬레이터 3호기","","지하","사용가능","ES"
"2721","중화","에스컬레이터 4호기","","지하","사용가능","ES"
"2721","중화","에스컬레이터 5호기","","3번출구","사용가능","ES"
"2721","중화","에스컬레이터 6호기","","3번출구","사용가능","ES"
"2722","상봉(시외버스터미널)","MRL엘리베이터 1호기","B1-B3","지하 B1-B3","사용가능","EV"
"2722","상봉(시외버스터미널)","MRL엘리베이터 2호기","B1-B3","지하 B1-B3","사용가능","EV"
"2722","상봉(시외버스터미널)","MRL엘리베이터 3호기","B2-B3","지하 B2-B3","사용가능","EV"
"2722","상봉(시외버스터미널)","MRL엘리베이터 4호기","B2-B3","지하 B2-B3","사용가능","EV"
"2722","상봉(시외버스터미널)","MRL엘리베이터 5호기","F1-B1","2번출구","사용가능","EV"
"2722","상봉(시외버스터미널)","에스컬레이터 1호기","F1~B1","1번출구","사용가능","ES"
"2722","상봉(시외버스터미널)","에스컬레이터 2호기","F1~B1","1번출구","사용가능","ES"
"2722","상봉(시외버스터미널)","에스컬레이터 3호기","F1-B1","2번출구","사용가능","ES"
"2722","상봉(시외버스터미널)","에스컬레이터 4호기","F1~B1","2번출구","사용가능","ES"
"2722","상봉(시외버스터미널)","에스컬레이터 5호기","F1~B1","3번출구","사용가능","ES"
"2722","상봉(시외버스터미널)","에스컬레이터 6호기","F1~B1","3번출구","사용가능","ES"
"2723","면목","MRL엘리베이터 1호기","B1-B4","지하 B1-B4","사용가능","EV"
"2723","면목","MRL엘리베이터 2호기","B3-B4","지하 B3-B4","사용가능","EV"
"2723","면목","MRL엘리베이터 3호기","F1-B1","3번출구","사용가능","EV"
"2723","면목","에스컬레이터 1호기","B1~B3","지하 B1~B3","사용가능","ES"
"2723","면목","에스컬레이터 2호기","B1~B3","지하 B1~B3","사용가능","ES"
"2723","면목","에스컬레이터 3호기","F1~B1","3번출구","사용가능","ES"
"2723","면목","에스컬레이터 4호기","F1~B1","3번출구","사용가능","ES"
"2723","면목","에스컬레이터 5호기","F1~B1","2번출구","사용가능","ES"
"2723","면목","에스컬레이터 6호기","F1~B1","2번출구","사용가능","ES"
"2724","사가정","MRL엘리베이터 1호기","B3-B4","지하 B3-B4","사용가능","EV"
"2724","사가정","MRL엘리베이터 2호기","B1-B4","지하 B1-B4","사용가능","EV"
"2724","사가정","MRL엘리베이터 3호기","F1-B1","3번출구","사용가능","EV"
"2724","사가정","에스컬레이터 10호기","","2번","사용가능","ES"
"2724","사가정","에스컬레이터 1호기","B1~B3","지하 B1~B3","사용가능","ES"
"2724","사가정","에스컬레이터 2호기","B1~B3","지하 B1~B3","사용가능","ES"
"2724","사가정","에스컬레이터 3호기","F1~B1","1번출구","사용가능","ES"
"2724","사가정","에스컬레이터 4호기","F1~B1","1번출구","사용가능","ES"
"2724","사가정","에스컬레이터 5호기","F1~B1","3번출구","사용가능","ES"
"2724","사가정","에스컬레이터 6호기","F1~B1","3번출구","사용가능","ES"
"2724","사가정","에스컬레이터 7호기","F1~B1","4번출구","사용가능","ES"
"2724","사가정","에스컬레이터 8호기","F1~B1","4번출구","사용가능","ES"
"2724","사가정","에스컬레이터 9호기","","4번","사용가능","ES"
"2725","용마산","MRL엘리베이터 1호기","B1-B4","지하 B1-B4","사용가능","EV"
"2725","용마산","MRL엘리베이터 2호기","B3-B4","지하 B3-B4","사용가능","EV"
"2725","용마산","로프식엘리베이터 3호기","F1-B1","1번출구","사용가능","EV"
"2725","용마산","에스컬레이터 1호기","B1~B3","지하 B1~B3","사용가능","ES"
"2725","용마산","에스컬레이터 2호기","B1~B3","지하 B1~B3","사용가능","ES"
"2725","용마산","에스컬레이터 3호기","M1~B1","지하 M1~B1","사용가능","ES"
"2725","용마산","에스컬레이터 4호기","M1~B1","지하 M1~B1","사용가능","ES"
"2725","용마산","에스컬레이터 5호기","F1-BM1","1번출구","사용가능","ES"
"2725","용마산","에스컬레이터 6호기","F1-BM1","1번출구","사용가능","ES"
"2725","용마산","에스컬레이터 7호기","","3번","사용가능","ES"
"2725","용마산","에스컬레이터 8호기","","3번","사용가능","ES"
"2726","중곡","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2726","중곡","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2726","중곡","MRL엘리베이터 3호기","B1-F1","1번출구","사용가능","EV"
"2726","중곡","에스컬레이터 1호기","B1~F1","3번출구","사용가능","ES"
"2726","중곡","에스컬레이터 2호기","B1~F1","3번출구","사용가능","ES"
"2727","군자(능동)(7)","MRL엘리베이터 1호기","F1-B1","7번출구","사용가능","EV"
"2727","군자(능동)(7)","에스컬레이터 1호기","","지하","사용가능","ES"
"2727","군자(능동)(7)","에스컬레이터 2호기","","지하","사용가능","ES"
"2727","군자(능동)(7)","에스컬레이터 3호기","","지하","사용가능","ES"
"2727","군자(능동)(7)","에스컬레이터 4호기","","지하","사용가능","ES"
"2727","군자(능동)(7)","에스컬레이터 5호기","","지하","사용가능","ES"
"2727","군자(능동)(7)","에스컬레이터 6호기","","지하","사용가능","ES"
"2728","어린이대공원(세종대)","MRL엘리베이터 1호기","B1-B3","지하 B1-B3","사용가능","EV"
"2728","어린이대공원(세종대)","MRL엘리베이터 2호기","B1-B3","지하 B1-B3","사용가능","EV"
"2728","어린이대공원(세종대)","MRL엘리베이터 3호기","F1-B1","1번출구","사용가능","EV"
"2728","어린이대공원(세종대)","MRL엘리베이터 4호기","B1-F1","3번출구","사용가능","EV"
"2728","어린이대공원(세종대)","에스컬레이터 1호기","F1~B1","5번출구","사용가능","ES"
"2728","어린이대공원(세종대)","에스컬레이터 2호기","F1~B1","5번출구","사용가능","ES"
"2728","어린이대공원(세종대)","에스컬레이터 3호기","F1~B1","3번출구","사용가능","ES"
"2728","어린이대공원(세종대)","에스컬레이터 4호기","F1~B1","5번출구","사용가능","ES"
"2728","어린이대공원(세종대)","에스컬레이터 5호기","","1번","사용가능","ES"
"2728","어린이대공원(세종대)","에스컬레이터 6호기","","1번","사용가능","ES"
"2728","어린이대공원(세종대)","휠체어리프트 1호기","","1번","사용가능","WL"
"2729","건대입구(7)","MRL엘리베이터 1호기","","지하","사용가능","EV"
"2729","건대입구(7)","MRL엘리베이터 2호기","","지하","사용가능","EV"
"2729","건대입구(7)","에스컬레이터 10호기","B1~F1","3번출구","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 11호기","B1~F1","3번출구","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 1호기","환승통로","지하 환승통로","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 2호기","환승통로","지하 환승통로","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 3호기","환승통로","지하 환승통로","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 4호기","환승통로","지하 환승통로","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 5호기","환승통로","지하 환승통로","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 6호기","환승통로","지하 환승통로","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 7호기","B2~B3","지하 B2~B3","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 8호기","B2~B1","지하 B2~B1","사용가능","ES"
"2729","건대입구(7)","에스컬레이터 9호기","B2~B1","지하 B2~B1","사용가능","ES"
"2729","건대입구(7)","휠체어리프트 3호기","2호선연결","5번출구","사용가능","WL"
"2729","건대입구(7)","휠체어리프트 4호기","병원연결-2","지하 병원연결-2","사용가능","WL"
"2729","건대입구(7)","휠체어리프트 5호기","병원연결-1","3번출구","사용가능","WL"
"2730","뚝섬유원지","MRL엘리베이터 1호기","F1-F2","지상대합실","사용가능","EV"
"2730","뚝섬유원지","MRL엘리베이터 2호기","F3-F2","지상승강장","사용가능","EV"
"2730","뚝섬유원지","MRL엘리베이터 3호기","F3-F2","지상승강장","사용가능","EV"
"2730","뚝섬유원지","에스컬레이터 1호기","F2~F1","지상대합실","사용가능","ES"
"2730","뚝섬유원지","에스컬레이터 2호기","F2~F1","지상대합실","사용가능","ES"
"2730","뚝섬유원지","에스컬레이터 3호기","F2~F1","지상대합실","사용가능","ES"
"2730","뚝섬유원지","에스컬레이터 4호기","F2~F1","지상대합실","사용가능","ES"
"2731","청담","MRL엘리베이터 1호기","F1-B3","5번출구","사용가능","EV"
"2731","청담","MRL엘리베이터 2호기","F1-B3","10번출구","사용가능","EV"
"2731","청담","에스컬레이터 10호기","F1-B1","2번출구","사용가능","ES"
"2731","청담","에스컬레이터 11호기","F1-B1","6번출구","사용가능","ES"
"2731","청담","에스컬레이터 12호기","F1-B1","6번출구","사용가능","ES"
"2731","청담","에스컬레이터 13호기","F1-B1","7번출구","사용가능","ES"
"2731","청담","에스컬레이터 14호기","F1-B1","7번출구","사용가능","ES"
"2731","청담","에스컬레이터 15호기","F1-B1","9번출구","사용가능","ES"
"2731","청담","에스컬레이터 16호기","F1-B1","9번출구","사용가능","ES"
"2731","청담","에스컬레이터 1호기","B1-B3","지하 B1-B3","사용가능","ES"
"2731","청담","에스컬레이터 2호기","B1-B3","지하 B1-B3","사용가능","ES"
"2731","청담","에스컬레이터 3호기","F1-B1","4번출구","사용가능","ES"
"2731","청담","에스컬레이터 4호기","F1-B1","4번출구","사용가능","ES"
"2731","청담","에스컬레이터 5호기","F1-B1","10번출구","사용가능","ES"
"2731","청담","에스컬레이터 6호기","F1-B1","10번출구","사용가능","ES"
"2731","청담","에스컬레이터 7호기","F1-B1","1번출구","사용가능","ES"
"2731","청담","에스컬레이터 8호기","F1-B1","1번출구","사용가능","ES"
"2731","청담","에스컬레이터 9호기","F1-B1","2번출구","사용가능","ES"
"2731","청담","휠체어리프트 1호기","휠체어-3","지하 휠체어-3","사용가능","WL"
"2731","청담","휠체어리프트 2호기","휠체어-4","지하 휠체어-4","사용가능","WL"
"2732","강남구청","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2732","강남구청","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2732","강남구청","에스컬레이터 10호기","","지하 B2-B3","사용가능","ES"
"2732","강남구청","에스컬레이터 11호기","","지하 B2-B3","사용가능","ES"
"2732","강남구청","에스컬레이터 12호기","","지하 B2-B3","사용가능","ES"
"2732","강남구청","에스컬레이터 13호기","","지하 B2-B3","사용가능","ES"
"2732","강남구청","에스컬레이터 14호기","","지하 B2-B3","사용가능","ES"
"2732","강남구청","에스컬레이터 15호기","","지하 B2-B3","사용가능","ES"
"2732","강남구청","에스컬레이터 1호기","B1-B2","지하 B1-B2","사용가능","ES"
"2732","강남구청","에스컬레이터 2호기","B1-B2","지하 B1-B2","사용가능","ES"
"2732","강남구청","에스컬레이터 3호기","B1-B2","지하 B1-B2","사용가능","ES"
"2732","강남구청","에스컬레이터 4호기","B1-B2","지하 B1-B2","사용가능","ES"
"2732","강남구청","에스컬레이터 5호기","BM1-B1","지하 BM1-B1","사용가능","ES"
"2732","강남구청","에스컬레이터 6호기","BM1-B1","지하 BM1-B1","사용가능","ES"
"2732","강남구청","에스컬레이터 7호기","BM1-B1","지하 BM1-B1","사용가능","ES"
"2732","강남구청","에스컬레이터 8호기","","지하","사용가능","ES"
"2732","강남구청","에스컬레이터 9호기","","지하","사용가능","ES"
"2732","강남구청","휠체어리프트 1호기","휠체어-1","지하 휠체어-1","사용가능","WL"
"2733","학동","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2733","학동","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2733","학동","MRL엘리베이터 3호기","F1-B2","3번출구","사용가능","EV"
"2733","학동","에스컬레이터 10호기","B2-B1(DOWN)","지하 B2-B1(DOWN)","사용가능","ES"
"2733","학동","에스컬레이터 1호기","M1~B2","지하 M1~B2","사용가능","ES"
"2733","학동","에스컬레이터 2호기","M1-B2","지하 M1-B2","사용가능","ES"
"2733","학동","에스컬레이터 3호기","M1-B2","지하 M1-B2","사용가능","ES"
"2733","학동","에스컬레이터 4호기","M1-B2","지하 M1-B2","사용가능","ES"
"2733","학동","에스컬레이터 5호기","F1-B1","1번출구","사용가능","ES"
"2733","학동","에스컬레이터 6호기","F1-B1","1번출구","사용가능","ES"
"2733","학동","에스컬레이터 7호기","F1-B1","10번출구","사용가능","ES"
"2733","학동","에스컬레이터 8호기","F1-B1","10번출구","사용가능","ES"
"2733","학동","에스컬레이터 9호기","B2-B1(UP)","지하 B2-B1(UP)","사용가능","ES"
"2734","논현","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2734","논현","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2734","논현","MRL엘리베이터 3호기","F1-B2","7번출구","사용가능","EV"
"2734","논현","에스컬레이터 10호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","에스컬레이터 11호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","에스컬레이터 12호기","F1-M1","2번출구","사용가능","ES"
"2734","논현","에스컬레이터 13호기","F1-M1","2번출구","사용가능","ES"
"2734","논현","에스컬레이터 14호기","F1-M1","7번출구","사용가능","ES"
"2734","논현","에스컬레이터 15호기","F1-M1","7번출구","사용가능","ES"
"2734","논현","에스컬레이터 16호기","F1-M1","3번출구","사용가능","ES"
"2734","논현","에스컬레이터 17호기","F1-M1","3번출구","사용가능","ES"
"2734","논현","에스컬레이터 18호기","F1-M1","6번출구","사용가능","ES"
"2734","논현","에스컬레이터 19호기","F1-M1","6번출구","사용가능","ES"
"2734","논현","에스컬레이터 1호기","B1-B2","지하 B1-B2","사용가능","ES"
"2734","논현","에스컬레이터 2호기","B1-B2","지하 B1-B2","사용가능","ES"
"2734","논현","에스컬레이터 3호기","B1-B2","지하 B1-B2","사용가능","ES"
"2734","논현","에스컬레이터 4호기","B1-B2","지하 B1-B2","사용가능","ES"
"2734","논현","에스컬레이터 5호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","에스컬레이터 6호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","에스컬레이터 7호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","에스컬레이터 8호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","에스컬레이터 9호기","M1-B1","지하 M1-B1","사용가능","ES"
"2734","논현","휠체어리프트 1호기","휠체어-1","지하 휠체어-1","사용가능","WL"
"2735","반포","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2735","반포","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2735","반포","MRL엘리베이터 3호기","F1-B1","6번출구","사용가능","EV"
"2735","반포","MRL엘리베이터 4호기","F1-B1","1번출구","사용가능","EV"
"2735","반포","에스컬레이터 1호기","F1-B1","1번출구","사용가능","ES"
"2735","반포","에스컬레이터 2호기","F1-B1","1번출구","사용가능","ES"
"2735","반포","에스컬레이터 3호기","F1-B1","6번출구","사용가능","ES"
"2735","반포","에스컬레이터 4호기","F1-B1","6번출구","사용가능","ES"
"2735","반포","에스컬레이터 5호기","","지하","사용가능","ES"
"2735","반포","에스컬레이터 6호기","","지하","사용가능","ES"
"2735","반포","휠체어리프트 1호기","","지하","사용가능","WL"
"2736","고속터미널","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2736","고속터미널","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2736","고속터미널","에스컬레이터 10호기","환B2-B2","지하 환B2-B2","사용가능","ES"
"2736","고속터미널","에스컬레이터 11호기","환B2-B2","지하 환B2-B2","사용가능","ES"
"2736","고속터미널","에스컬레이터 12호기","B1-B2","지하 B1-B2","사용가능","ES"
"2736","고속터미널","에스컬레이터 13호기","B1-B2","지하 B1-B2","사용가능","ES"
"2736","고속터미널","에스컬레이터 14호기","B1-B2","지하 B1-B2","사용가능","ES"
"2736","고속터미널","에스컬레이터 15호기","B1-B2","지하 B1-B2","사용가능","ES"
"2736","고속터미널","에스컬레이터 16호기","M1-B1","지하 M1-B1","사용가능","ES"
"2736","고속터미널","에스컬레이터 17호기","M1-B1","지하 M1-B1","사용가능","ES"
"2736","고속터미널","에스컬레이터 18호기","F1-M1","3번출구","사용가능","ES"
"2736","고속터미널","에스컬레이터 19호기","F1-M1","3번출구","사용가능","ES"
"2736","고속터미널","에스컬레이터 1호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 20호기","M1-B1","지하 M1-B1","사용가능","ES"
"2736","고속터미널","에스컬레이터 21호기","M1-B1","지하 M1-B1","사용가능","ES"
"2736","고속터미널","에스컬레이터 2호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 3호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 4호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 5호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 6호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 7호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 8호기","B2-B3","지하 B2-B3","사용가능","ES"
"2736","고속터미널","에스컬레이터 9호기","환B2-B2","지하 환B2-B2","사용가능","ES"
"2736","고속터미널","휠체어리프트 1호기","휠체어-1","지하 휠체어-1","사용가능","WL"
"2736","고속터미널","휠체어리프트 2호기","휠체어-06","지하 휠체어-06","사용가능","WL"
"2736","고속터미널","휠체어리프트 3호기","휠체어-07","지하 휠체어-07","사용가능","WL"
"2736","고속터미널","휠체어리프트 4호기","휠체어-08","지하 휠체어-08","사용가능","WL"
"2737","내방","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2737","내방","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2737","내방","MRL엘리베이터 3호기","B1-B2","지하 B1-B2","사용가능","EV"
"2737","내방","MRL엘리베이터 4호기","F1-B1","3번출구","사용가능","EV"
"2737","내방","MRL엘리베이터 5호기","F1-B1","5번출구","사용가능","EV"
"2737","내방","에스컬레이터 10호기","","지하","사용가능","ES"
"2737","내방","에스컬레이터 1호기","F1-B1","2번출구","사용가능","ES"
"2737","내방","에스컬레이터 2호기","F1-B1","2번출구","사용가능","ES"
"2737","내방","에스컬레이터 3호기","F1-B1","4번출구","사용가능","ES"
"2737","내방","에스컬레이터 4호기","F1-B1","4번출구","사용가능","ES"
"2737","내방","에스컬레이터 5호기","F1-B1","6번출구","사용가능","ES"
"2737","내방","에스컬레이터 6호기","F1-B1","6번출구","사용가능","ES"
"2737","내방","에스컬레이터 7호기","F1-B1","7번출구","사용가능","ES"
"2737","내방","에스컬레이터 8호기","F1-B1","7번출구","사용가능","ES"
"2737","내방","에스컬레이터 9호기","","지하","사용가능","ES"
"2738","이수(총신대입구)","MRL엘리베이터 1호기","B3-B4","지하 B3-B4","사용가능","EV"
"2738","이수(총신대입구)","MRL엘리베이터 2호기","B3-B4","지하 B3-B4","사용가능","EV"
"2738","이수(총신대입구)","MRL엘리베이터 3호기","F1-B3","8번출구","사용가능","EV"
"2738","이수(총신대입구)","수평보행기 1호기","B4","B4","사용가능","MW"
"2738","이수(총신대입구)","수평보행기 2호기","B4","B4","사용가능","MW"
"2738","이수(총신대입구)","에스컬레이터 10호기","B1-B3","지하 B1-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 11호기","B1-B3","지하 B1-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 12호기","B1-B3","지하 B1-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 13호기","B1-B3","지하 B1-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 14호기","F1-B1","6번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 15호기","F1-B1","6번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 16호기","F1-B1","7번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 17호기","F1-B1","7번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 18호기","F1-B1","3번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 19호기","F1-B1","3번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 1호기","B3-B4","지하 B3-B4","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 20호기","F1-B1","12번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 21호기","F1-B1","12번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 22호기","F1-B1","10번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 23호기","F1-B1","10번출구","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 2호기","B3-B4","지하 B3-B4","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 3호기","B3-B4","지하 B3-B4","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 4호기","B3-B4","지하 B3-B4","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 5호기","환B2-B3","지하 환B2-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 6호기","환B2-B3","지하 환B2-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 7호기","환B2-B3","지하 환B2-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 8호기","환B2-B3","지하 환B2-B3","사용가능","ES"
"2738","이수(총신대입구)","에스컬레이터 9호기","B1-B3","지하 B1-B3","사용가능","ES"
"2738","이수(총신대입구)","휠체어리프트 1호기","W/L-1","지하 W/L-1","사용가능","WL"
"2738","이수(총신대입구)","휠체어리프트 2호기","W/L-2","지하 W/L-2","사용가능","WL"
"2738","이수(총신대입구)","휠체어리프트 3호기","W/L-3","지하 W/L-3","사용가능","WL"
"2738","이수(총신대입구)","휠체어리프트 4호기","W/L-4","지하 W/L-4","사용가능","WL"
"2739","남성","MRL엘리베이터 1호기","B2-B3","지하 B2-B3","사용가능","EV"
"2739","남성","MRL엘리베이터 2호기","B2-B3","지하 B2-B3","사용가능","EV"
"2739","남성","MRL엘리베이터 3호기","F1-B2","3번출구","사용가능","EV"
"2739","남성","에스컬레이터 10호기","","3번","사용가능","ES"
"2739","남성","에스컬레이터 1호기","B2-B1","지하 B2-B1","사용가능","ES"
"2739","남성","에스컬레이터 2호기","F1-B1","1번출구","사용가능","ES"
"2739","남성","에스컬레이터 3호기","F1-B1","1번출구","사용가능","ES"
"2739","남성","에스컬레이터 4호기","F1-B1","4번출구","사용가능","ES"
"2739","남성","에스컬레이터 5호기","F1-B1","4번출구","사용가능","ES"
"2739","남성","에스컬레이터 6호기","B1-B2","지하 B1-B2","사용가능","ES"
"2739","남성","에스컬레이터 7호기","","지하","사용가능","ES"
"2739","남성","에스컬레이터 8호기","","지하","사용가능","ES"
"2739","남성","에스컬레이터 9호기","","3번","사용가능","ES"
"2740","숭실대입구(살피재)","MRL엘리베이터 3호기","F1-B2","2번출구","사용가능","EV"
"2740","숭실대입구(살피재)","MRL엘리베이터 4호기","","지하","사용가능","EV"
"2740","숭실대입구(살피재)","로프식엘리베이터 1호기","B2-B6","지하 B2-B6","사용가능","EV"
"2740","숭실대입구(살피재)","로프식엘리베이터 2호기","B2-B6","지하 B2-B6","사용가능","EV"
"2740","숭실대입구(살피재)","에스컬레이터 10호기","F1-B1","4번출구","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 11호기","","3번","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 12호기","","3번","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 1호기","B2-B5","지하 B2-B5","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 2호기","B2-B5","지하 B2-B5","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 3호기","B2-B5","지하 B2-B5","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 4호기","B1-B2","지하 B1-B2","사용가능","ES"
"2740","숭실대입구(살피재)","에스컬레이터 5호기","B1-B2","지하 B1-B2","사용가능","ES"
